API VERSION: 1.2
API SOURCE: NASA/JPL Horizons API



*******************************************************************************
Ephemeris / API_USER Sat Aug 15 12:00:27 2026 Pasadena, USA      / Horizons    
*******************************************************************************
Target body name: Moon (301)                      {source: DE441}
Center body name: Earth (399)                     {source: DE441}
Center-site name: GEOCENTRIC
*******************************************************************************
Start time      : A.D. 1900-Jan-01 00:00:00.0000 UT      
Stop  time      : A.D. 2100-Jan-01 00:00:00.0000 UT      
Step-size       : 59040 minutes
*******************************************************************************
Target pole/equ : MOON_ME                         {East-longitude positive}
Target radii    : 1737.4, 1737.4, 1737.4 km       {Equator_a, b, pole_c}       
Center geodetic : 0.0, 0.0, -6378.137             {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.0, 0.0, 0.0                   {E-lon(deg),Dxy(km),Dz(km)}
Center pole/equ : ITRF93                          {East-longitude positive}
Center radii    : 6378.137, 6378.137, 6356.752 km {Equator_a, b, pole_c}       
Target primary  : Earth
Vis. interferer : MOON (R_eq= 1737.400) km        {source: DE441}
Rel. light bend : Sun                             {source: DE441}
Rel. lght bnd GM: 1.3271E+11 km^3/s^2                                          
Atmos refraction: NO (AIRLESS)
RA format       : HMS
Time format     : CAL 
Calendar mode   : Mixed Julian/Gregorian
EOP file        : eop.260814.p261110                                           
EOP coverage    : DATA-BASED 1962-JAN-20 TO 2026-AUG-14. PREDICTS-> 2026-NOV-09
Units conversion: 1 au= 149597870.700 km, c= 299792.458 km/s, 1 day= 86400.0 s 
Table cut-offs 1: Elevation (-90.0deg=NO ),Airmass (>38.000=NO), Daylight (NO )
Table cut-offs 2: Solar elongation (  0.0,180.0=NO ),Local Hour Angle( 0.0=NO )
Table cut-offs 3: RA/DEC angular rate (     0.0=NO )                           
*******************************************************************************
 Date__(UT)__HR:MN           TDB-UT     ObsEcLon    ObsEcLat
************************************************************
$$SOE
 1929-Nov-11 00:00        24.423139  333.8336060  -4.9119818
 1929-Dec-22 00:00        24.424586  165.7089627   4.2247434
 1930-Feb-01 00:00        24.425578  335.5160611  -4.3786966
 1930-Mar-14 00:00        24.426125  161.8312652   4.0389609
 1930-Apr-24 00:00        24.426236  336.8404905  -4.3797140
 1930-Jun-04 00:00        24.425921  163.7726489   3.8679895
 1930-Jul-15 00:00        24.425190  337.4283081  -3.9135439
 1930-Aug-25 00:00        24.424053  163.1734804   3.4044643
 1930-Oct-05 00:00        24.422518  340.0209472  -3.6412145
 1930-Nov-15 00:00        24.420597  161.4143665   3.5039203
 1930-Dec-26 00:00        24.418297  340.0556373  -3.2760300
 1931-Feb-05 00:00        24.415630  163.2795826   2.7644576
 1931-Mar-18 00:00        24.412604  342.0855844  -2.8149870
 1931-Apr-28 00:00        24.409230  158.9251283   3.0458121
 1931-Jun-08 00:00        24.405516  343.3909633  -2.4561655
 1931-Jul-19 00:00        24.401473  162.4985199   2.1891278
 1931-Aug-29 00:00        24.397110  344.2367113  -1.9001549
 1931-Oct-09 00:00        24.392437  158.8493000   2.3707136
 1931-Nov-19 00:00        24.387464  346.6554439  -1.5548918
 1931-Dec-30 00:00        24.382199  160.6098964   1.6649624
 1932-Feb-09 00:00        24.376654  346.2881356  -0.9255116
 1932-Mar-21 00:00        24.370837  158.9321415   1.5751472
 1932-May-01 00:00        24.364758  348.7053210  -0.6090175
 1932-Jun-11 00:00        24.358426  158.3607650   1.1594148
 1932-Jul-22 00:00        24.351852  349.2795919   0.1069792
 1932-Sep-01 00:00        24.345045  160.5792765   0.5998117
 1932-Oct-12 00:00        24.338015  350.0070426   0.2798518
 1932-Nov-22 00:00        24.330771  157.6437866   0.5406383
 1933-Jan-02 00:00        24.323323  352.0497140   1.1070350
 1933-Feb-12 00:00        24.315680  160.7394717  -0.2766102
 1933-Mar-25 00:00        24.307853  350.4976630   1.1605049
 1933-May-05 00:00        24.299851  158.3386473  -0.2776201
 1933-Jun-15 00:00        24.291683  353.7145054   1.9430602
 1933-Jul-26 00:00        24.283359  160.7607394  -1.0985210
 1933-Sep-05 00:00        24.274889  352.0005483   2.0955439
 1933-Oct-16 00:00        24.266283  161.0446468  -1.2188446
 1933-Nov-26 00:00        24.257550  353.9373586   2.5750520
 1934-Jan-06 00:00        24.248699  161.1014849  -1.9102974
 1934-Feb-16 00:00        24.239741  353.1782694   2.9519954
 1934-Mar-29 00:00        24.230685  163.1210645  -2.1497953
 1934-May-09 00:00        24.221540  352.5953636   3.0912971
 1934-Jun-19 00:00        24.212317  162.5770749  -2.7117385
 1934-Jul-30 00:00        24.203025  354.8061899   3.7205926
 1934-Sep-09 00:00        24.193673  165.4671663  -3.0198675
 1934-Oct-20 00:00        24.184272  351.3847755   3.5230755
 1934-Nov-30 00:00        24.174831  165.4642484  -3.4775692
 1935-Jan-10 00:00        24.166364  354.6489484   4.2549571
 1935-Feb-20 00:00        24.156906  167.0238023  -3.7621044
 1935-Apr-02 00:00        24.147484  350.3304346   3.9750517
 1935-May-13 00:00        24.138146  168.5801347  -4.1290545
 1935-Jun-23 00:00        24.128940  352.7008555   4.5759159
 1935-Aug-03 00:00        24.119912  169.1901371  -4.4209316
 1935-Sep-13 00:00        24.111112  351.4876813   4.4493290
 1935-Oct-24 00:00        24.102587  171.8180957  -4.5656223
 1935-Dec-04 00:00        24.094384  349.9735712   4.7880082
 1936-Jan-14 00:00        24.086551  171.9887168  -4.9347274
 1936-Feb-24 00:00        24.079135  351.4339229   4.7908495
 1936-Apr-05 00:00        24.072185  173.8055995  -4.8533047
 1936-May-16 00:00        24.065748  347.7761981   4.9626157
 1936-Jun-26 00:00        24.059871  175.3094183  -5.2285156
 1936-Aug-06 00:00        24.054603  351.3132789   5.0518465
 1936-Sep-16 00:00        24.049991  175.8682264  -4.9834175
 1936-Oct-27 00:00        24.046083  347.5985383   5.0625634
 1936-Dec-07 00:00        24.042926  178.5329489  -5.2702893
 1937-Jan-17 00:00        24.040569  349.7100029   5.1870269
 1937-Feb-27 00:00        24.039058  177.6870322  -4.9776319
 1937-Apr-09 00:00        24.038442  348.2011579   5.0849994
 1937-May-20 00:00        24.038767  180.2174694  -5.0876662
 1937-Jun-30 00:00        24.040083  348.3046524   5.2396636
 1937-Aug-10 00:00        24.042436  180.5536373  -4.8314072
 1937-Sep-20 00:00        24.045874  350.3460189   4.9347679
 1937-Oct-31 00:00        24.050446  181.1677378  -4.7393385
 1937-Dec-11 00:00        24.056197  347.9335994   5.1752732
 1938-Jan-21 00:00        24.063177  183.0529184  -4.4891654
 1938-Mar-03 00:00        24.071433  351.0068840   4.6861228
 1938-Apr-13 00:00        24.081013  181.0909588  -4.3114662
 1938-May-24 00:00        24.091963  349.3636339   4.8908508
 1938-Jul-04 00:00        24.104333  184.3654072  -4.0479675
 1938-Aug-14 00:00        24.118169  351.8283805   4.3586983
 1938-Sep-24 00:00        24.133520  182.1574538  -3.7240819
 1938-Nov-04 00:00        24.150433  352.2179675   4.3621687
 1938-Dec-15 00:00        24.168955  184.2311107  -3.5627399
 1939-Jan-25 00:00        24.189135  352.5656238   3.9113712
 1939-Mar-07 00:00        24.211019  182.7921232  -3.0676766
 1939-Apr-17 00:00        24.234657  354.7342261   3.6427751
 1939-May-28 00:00        24.260095  182.2544305  -3.0778215
 1939-Jul-08 00:00        24.287380  354.5961544   3.3236822
 1939-Aug-18 00:00        24.316562  184.2578558  -2.3324257
 1939-Sep-28 00:00        24.347687  357.3128241   2.7811975
 1939-Nov-08 00:00        24.380803  180.5701343  -2.5393133
 1939-Dec-19 00:00        24.415958  357.5050143   2.5515248
 1940-Jan-29 00:00        24.454210  183.8118758  -1.6719108
 1940-Mar-10 00:00        24.493519  359.0092083   1.8866044
 1940-Apr-20 00:00        24.534803  179.1405657  -1.8909453
 1940-May-31 00:00        24.577988    0.8336345   1.6003372
 1940-Jul-11 00:00        24.622997  181.7122738  -1.1726922
 1940-Aug-21 00:00        24.669756    1.3652703   0.9249803
 1940-Oct-01 00:00        24.718191  180.1439055  -1.0033615
 1940-Nov-11 00:00        24.768226    3.8199433   0.6191690
 1940-Dec-22 00:00        24.819785  179.0584820  -0.7040329
 1941-Feb-01 00:00        24.872795    3.9844828  -0.0971671
 1941-Mar-14 00:00        24.927180  180.0893102  -0.1584834
 1941-Apr-24 00:00        24.982865    5.6671364  -0.3670396
 1941-Jun-04 00:00        25.039776  176.9132008  -0.1619740
 1941-Jul-15 00:00        25.097836    7.3280099  -1.1093253
 1941-Aug-25 00:00        25.156972  180.3821212   0.6963694
 1941-Oct-05 00:00        25.217107    7.3636241  -1.3273798
 1941-Nov-15 00:00        25.278168  176.8550669   0.5359562
 1941-Dec-26 00:00        25.340079   10.0646714  -2.0202536
 1942-Feb-05 00:00        25.402765  179.2718939   1.4207123
 1942-Mar-18 00:00        25.466151    8.7357903  -2.2567065
 1942-Apr-28 00:00        25.530163  177.7863762   1.3895350
 1942-Jun-08 00:00        25.594724   11.4283302  -2.7577319
 1942-Jul-19 00:00        25.659761  178.3651808   2.0821277
 1942-Aug-29 00:00        25.725198   11.3572176  -3.1959468
 1942-Oct-09 00:00        25.790960  180.2554992   2.3111891
 1942-Nov-19 00:00        25.856972   11.6114309  -3.3124271
 1942-Dec-30 00:00        25.923160  178.5579714   2.7760264
 1943-Feb-09 00:00        25.989447   13.2172815  -3.9562014
 1943-Mar-22 00:00        26.055760  181.4142289   3.1113548
 1943-May-02 00:00        26.122023   10.9911090  -3.8128687
 1943-Jun-12 00:00        26.188161  180.3313067   3.4738698
 1943-Jul-23 00:00        26.254099   14.3898045  -4.4964472
 1943-Sep-02 00:00        26.319763  182.7799788   3.8360456
 1943-Oct-13 00:00        26.385077   11.3368977  -4.2700602
 1943-Nov-23 00:00        26.449966  183.4345638   4.0856289
 1944-Jan-03 00:00        26.514355   13.5810458  -4.8151167
 1944-Feb-13 00:00        26.578169  184.0284873   4.4370476
 1944-Mar-25 00:00        26.641334   11.4800287  -4.6592591
 1944-May-05 00:00        26.703773  186.2108726   4.5606420
 1944-Jun-15 00:00        26.765413   11.3764545  -4.9763745
 1944-Jul-26 00:00        26.826178  186.3611331   4.9251124
 1944-Sep-05 00:00        26.885994   12.9773408  -4.9906827
 1944-Oct-16 00:00        26.944784  188.9621090   4.8370521
 1944-Nov-26 00:00        27.002475    9.0887133  -5.0538080
 1945-Jan-06 00:00        27.057995  189.5300687   5.2234211
 1945-Feb-16 00:00        27.113319   12.2532670  -5.1420945
 1945-Mar-29 00:00        27.167447  190.7818620   4.9792345
 1945-May-09 00:00        27.220422    7.7848117  -5.0964789
 1945-Jun-19 00:00        27.272285  192.8685044   5.2571686
 1945-Jul-30 00:00        27.323078   10.6618004  -5.2153210
 1945-Sep-09 00:00        27.372843  193.1962997   4.9918907
 1945-Oct-20 00:00        27.421621    8.6888768  -5.0174571
 1945-Nov-30 00:00        27.469454  195.8110405   5.0460818
 1946-Jan-10 00:00        27.516384    8.1128289  -5.2046114
 1946-Feb-20 00:00        27.562452  195.7785803   4.8152916
 1946-Apr-02 00:00        27.607701    8.9958125  -4.8517052
 1946-May-13 00:00        27.652171  197.3835505   4.6736085
 1946-Jun-23 00:00        27.695905    6.6425846  -5.0850668
 1946-Aug-03 00:00        27.738944  199.0309895   4.4710014
 1946-Sep-13 00:00        27.781330    9.9840302  -4.5733191
 1946-Oct-24 00:00        27.823104  198.7566294   4.1529127
 1946-Dec-04 00:00        27.864309    6.7218622  -4.8084422
 1947-Jan-14 00:00        27.904986  201.5669489   3.9397056
 1947-Feb-24 00:00        27.945177    9.3412835  -4.2409462
 1947-Apr-06 00:00        27.984923  199.7028929   3.5459761
 1947-May-17 00:00        28.024267    8.3345774  -4.2905604
 1947-Jun-27 00:00        28.063249  202.4502531   3.3442218
 1947-Aug-07 00:00        28.101912    9.2633861  -3.8594946
 1947-Sep-17 00:00        28.140297  202.0011137   2.7861368
 1947-Oct-28 00:00        28.178446   11.0403113  -3.5454225
 1947-Dec-08 00:00        28.216401  202.1485972   2.7285556
 1948-Jan-18 00:00        28.254203    9.8034459  -3.3236382
 1948-Feb-28 00:00        28.291895  203.3920479   1.9864173
 1948-Apr-09 00:00        28.329517   12.6582465  -2.7320345
 1948-May-20 00:00        28.367112  200.8588881   2.0796002
 1948-Jun-30 00:00        28.404720   12.1177182  -2.5846542
 1948-Aug-10 00:00        28.442385  204.2398248   1.2552988
 1948-Sep-20 00:00        28.480147   14.4701309  -1.8453636
 1948-Oct-31 00:00        28.518049  200.5950379   1.3132131
 1948-Dec-11 00:00        28.556132   15.1939522  -1.6764496
 1949-Jan-21 00:00        28.594437  203.0537015   0.6352616
 1949-Mar-03 00:00        28.633007   15.9210981  -0.9297428
 1949-Apr-13 00:00        28.671883  200.3026958   0.4937696
 1949-May-24 00:00        28.711107   18.2116220  -0.6401608
 1949-Jul-04 00:00        28.750720  200.3905161   0.1610564
 1949-Aug-14 00:00        28.790765   18.5552984   0.0372792
 1949-Sep-24 00:00        28.831282  201.6403900  -0.4586250
 1949-Nov-04 00:00        28.872314   20.8436345   0.3854906
 1949-Dec-15 00:00        28.913903  197.8674135  -0.3280516
 1950-Jan-25 00:00        28.957093   21.5732304   1.0496255
 1950-Mar-07 00:00        28.999854  200.8645223  -1.2182730
 1950-Apr-17 00:00        29.043092   22.6036110   1.3766551
 1950-May-28 00:00        29.086722  196.4847877  -0.9604663
 1950-Jul-08 00:00        29.130655   24.9432009   1.9940570
 1950-Aug-18 00:00        29.174806  199.5307989  -1.8535288
 1950-Sep-28 00:00        29.219086   24.8870635   2.3610205
 1950-Nov-08 00:00        29.263410  197.3306634  -1.7489830
 1950-Dec-19 00:00        29.307690   27.4291522   2.7916934
 1951-Jan-29 00:00        29.351839  197.4361658  -2.4135432
 1951-Mar-11 00:00        29.395769   27.1148093   3.2651490
 1951-Apr-21 00:00        29.439395  198.0181171  -2.5502853
 1951-Jun-01 00:00        29.482629   28.6958054   3.4503909
 1951-Jul-12 00:00        29.525384  196.3065744  -2.9563492
 1951-Aug-22 00:00        29.567573   30.2978320   4.0692175
 1951-Oct-02 00:00        29.609108  199.4901901  -3.3398692
 1951-Nov-12 00:00        29.649904   29.3999352   3.9704970
 1951-Dec-23 00:00        29.689873  196.8033243  -3.5419361
 1952-Feb-02 00:00        29.728928   32.2506782   4.6331087
 1952-Mar-14 00:00        29.766981  199.5124624  -3.9606311
 1952-Apr-24 00:00        29.803947   29.8623109   4.4377746
 1952-Jun-04 00:00        29.839737  198.8346174  -4.1152553
 1952-Jul-15 00:00        29.874266   32.8877170   4.9407576
 1952-Aug-25 00:00        29.907445  200.0294607  -4.5077644
 1952-Oct-05 00:00        29.939189   31.7246875   4.8472030
 1952-Nov-15 00:00        29.969409  201.8216768  -4.5552090
 1952-Dec-26 00:00        29.998019   31.8274192   5.0775598
 1953-Feb-05 00:00        30.025015  201.1905175  -4.9405845
 1953-Mar-18 00:00        30.050480   32.5946798   5.0837444
 1953-Apr-28 00:00        30.074604  203.8978177  -4.8505957
 1953-Jun-08 00:00        30.097584   30.1863630   5.1137646
 1953-Jul-19 00:00        30.119620  203.8114795  -5.2115697
 1953-Aug-29 00:00        30.140910   33.5293965   5.2031621
 1953-Oct-09 00:00        30.161654  206.0398255  -4.9914399
 1953-Nov-19 00:00        30.182049   29.2254119   5.0579200
 1953-Dec-30 00:00        30.202296  207.1495130  -5.2537423
 1954-Feb-09 00:00        30.222592   31.9219916   5.1774590
 1954-Mar-22 00:00        30.243136  207.8081288  -4.9884186
 1954-May-02 00:00        30.264126   28.9130146   4.9367818
 1954-Jun-12 00:00        30.285763  210.2511838  -5.0405265
 1954-Jul-23 00:00        30.308244   29.4838535   5.0900216
 1954-Sep-02 00:00        30.331768  210.5911396  -4.8520414
 1954-Oct-13 00:00        30.356534   30.2996397   4.6763952
 1954-Nov-23 00:00        30.382741  212.8582378  -4.6211358
 1955-Jan-03 00:00        30.410587   26.7934827   4.9334619
 1955-Feb-13 00:00        30.440271  213.6974349  -4.4771726
 1955-Mar-26 00:00        30.471993   29.6808050   4.3759305
 1955-May-06 00:00        30.505949  214.4947641  -4.0919955
 1955-Jun-16 00:00        30.542341   25.9088000   4.6120107
 1955-Jul-27 00:00        30.581365  216.9366913  -3.9253189
 1955-Sep-06 00:00        30.623220   29.0670781   4.0523327
 1955-Oct-17 00:00        30.668107  216.5545999  -3.4237031
 1955-Nov-27 00:00        30.716222   26.7385055   4.0897152
 1956-Jan-07 00:00        30.767752  219.2099264  -3.2298980
 1956-Feb-17 00:00        30.822717   27.3363990   3.6792044
 1956-Mar-29 00:00        30.880983  218.5050166  -2.6500488
 1956-May-09 00:00        30.942298   28.0322441   3.3940264
 1956-Jun-19 00:00        31.006411  219.9672961  -2.4902946
 1956-Jul-30 00:00        31.073072   26.9337763   3.2179281
 1956-Sep-09 00:00        31.142030  221.4159534  -1.7866931
 1956-Oct-20 00:00        31.213033   29.9339573   2.5513823
 1956-Nov-30 00:00        31.285831  220.1060431  -1.7201525
 1957-Jan-10 00:00        31.360172   27.6408362   2.5649254
 1957-Feb-20 00:00        31.435806  222.9448604  -0.9294038
 1957-Apr-02 00:00        31.512482   30.4281890   1.7405184
 1957-May-13 00:00        31.589948  219.9740358  -0.8924788
 1957-Jun-23 00:00        31.667954   30.1909730   1.6671011
 1957-Aug-03 00:00        31.746249  223.0407696  -0.2379686
 1957-Sep-13 00:00        31.824582   31.5363103   0.8971063
 1957-Oct-24 00:00        31.902702  221.2496842   0.0682639
 1957-Dec-04 00:00        31.980357   33.1783417   0.6520598
 1958-Jan-14 00:00        32.057298  221.4550101   0.3538228
 1958-Feb-24 00:00        32.133272   32.9245829  -0.0114453
 1958-Apr-06 00:00        32.208030  221.6724443   0.9554849
 1958-May-17 00:00        32.281319   35.5674781  -0.3969542
 1958-Jun-27 00:00        32.352890  219.1782331   0.8868913
 1958-Aug-07 00:00        32.422490   35.8767595  -0.9623307
 1958-Sep-17 00:00        32.489870  222.3921676   1.7860777
 1958-Oct-28 00:00        32.554778   37.8106194  -1.4143304
 1958-Dec-08 00:00        32.616963  217.6924670   1.4762739
 1959-Jan-18 00:00        32.676194   39.0689797  -1.9198928
 1959-Feb-28 00:00        32.732407  220.6544617   2.3844083
 1959-Apr-10 00:00        32.785724   39.6154681  -2.3681624
 1959-May-21 00:00        32.836305  217.2670622   2.1850261
 1959-Jul-01 00:00        32.884309   42.2251443  -2.7756571
 1959-Aug-11 00:00        32.929896  218.1884709   2.8244361
 1959-Sep-21 00:00        32.973224   42.4810604  -3.2963654
 1959-Nov-01 00:00        33.014452  218.5830369   2.9771248
 1959-Dec-12 00:00        33.053741   44.4654596  -3.4698802
 1960-Jan-22 00:00        33.091250  215.7638299   3.2596224
 1960-Mar-03 00:00        33.127136   45.3143728  -4.0844169
 1960-Apr-13 00:00        33.161561  218.3872422   3.6212417
 1960-May-24 00:00        33.194683   45.8832789  -4.0593842
 1960-Jul-04 00:00        33.226661  215.1049606   3.7256806
 1960-Aug-14 00:00        33.257654   48.5412672  -4.6638174
 1960-Sep-24 00:00        33.287823  218.3265051   4.1976410
 1960-Nov-04 00:00        33.317325   47.4961355  -4.5439122
 1960-Dec-15 00:00        33.346321  216.1713167   4.1992418
 1961-Jan-25 00:00        33.374970   50.2661935  -5.0010377
 1961-Mar-07 00:00        33.403430  217.3433814   4.6314796
 1961-Apr-17 00:00        33.431862   49.0554240  -4.9159502
 1961-May-28 00:00        33.460423  218.0390286   4.6124938
 1961-Jul-08 00:00        33.489275   50.6976537  -5.1178489
 1961-Aug-18 00:00        33.518575  217.4694207   4.9910391
 1961-Sep-28 00:00        33.548483   51.8047646  -5.1688318
 1961-Nov-08 00:00        33.579159  220.3515653   4.8769439
 1961-Dec-19 00:00        33.610761   50.0555076  -5.1040926
 1962-Jan-29 00:00        34.062020  218.7876748   5.2264834
 1962-Mar-11 00:00        34.108891   52.7842029  -5.1970729
 1962-Apr-21 00:00        34.155012  221.4925440   5.0065075
 1962-Jun-01 00:00        34.200377   49.5588033  -5.0077530
 1962-Jul-12 00:00        34.245322  221.6745390   5.2490296
 1962-Aug-22 00:00        34.290352   52.8388396  -5.1037791
 1962-Oct-02 00:00        34.335946  223.0480437   5.0252712
 1962-Nov-12 00:00        34.382326   50.2504571  -4.7866826
 1962-Dec-23 00:00        34.429356  224.9013284   5.0328722
 1963-Feb-02 00:00        34.476569   50.6681103  -4.9247269
 1963-Mar-15 00:00        34.523379  224.8989367   4.8646270
 1963-Apr-25 00:00        34.569437   50.4960215  -4.4863266
 1963-Jun-05 00:00        34.614756  227.5187118   4.6208738
 1963-Jul-16 00:00        34.659688   48.3515383  -4.6704053
 1963-Aug-26 00:00        34.704756  228.0133491   4.5382591
 1963-Oct-06 00:00        34.750411   51.3762454  -4.1002877
 1963-Nov-16 00:00        34.896863  229.8146835   4.0527646
 1963-Dec-27 00:00        34.943931   46.4279612  -4.3258541
 1964-Feb-06 00:00        34.997337  231.3318970   3.9560010
 1964-Mar-18 00:00        35.051172   49.5573344  -3.7356287
 1964-Apr-28 00:00        35.204237  231.6669465   3.3938563
 1964-Jun-08 00:00        35.256592   46.3443862  -3.7828558
 1964-Jul-19 00:00        35.308611  234.3347947   3.2128586
 1964-Aug-29 00:00        35.360803   47.6288451  -3.3992245
 1964-Oct-09 00:00        35.513621  234.4148953   2.6095015
 1964-Nov-19 00:00        35.567227   47.6425598  -3.0470560
 1964-Dec-30 00:00        35.621410  236.3367839   2.3794143
 1965-Feb-09 00:00        35.775657   45.3797705  -2.9788579
 1965-Mar-22 00:00        35.929413  237.0888779   1.7087253
 1965-May-02 00:00        35.982402   47.9390740  -2.2953113
 1965-Jun-12 00:00        36.034710  237.3368695   1.5060998
 1965-Jul-23 00:00        36.186728   45.2925410  -2.3800617
 1965-Sep-02 00:00        36.338977  240.0033886   0.8119879
 1965-Oct-13 00:00        36.391866   48.4892564  -1.5000456
 1965-Nov-23 00:00        36.445541  238.4080545   0.5764684
 1966-Jan-03 00:00        36.502345   46.4140345  -1.5817806
 1966-Feb-13 00:00        36.609693  241.3047393  -0.0429508
 1966-Mar-26 00:00        36.716519   47.9569582  -0.7502082
 1966-May-06 00:00        36.822564  239.5060894  -0.3885423
 1966-Jun-16 00:00        36.927961   48.8232191  -0.5762421
 1966-Jul-27 00:00        37.033124  241.0524107  -0.7268544
 1966-Sep-06 00:00        37.138554   48.7003886   0.0346864
 1966-Oct-17 00:00        37.244660  241.7678510  -1.4052384
 1966-Nov-27 00:00        37.351535   51.3048164   0.4678716
 1967-Jan-07 00:00        37.458904  239.7361083  -1.3453729
 1967-Feb-17 00:00        37.566229   50.2229054   0.9229478
 1967-Mar-30 00:00        37.672981  242.2990975  -2.2280791
 1967-May-10 00:00        37.778952   52.8538382   1.4492718
 1967-Jun-20 00:00        37.884301  238.6003542  -1.9882637
 1967-Jul-31 00:00        37.989461   53.4459161   1.8438897
 1967-Sep-10 00:00        38.094947  241.9653483  -2.8452357
 1967-Oct-21 00:00        38.201127   54.7459354   2.3961413
 1967-Dec-01 00:00        38.308074  238.6395270  -2.6892844
 1968-Jan-11 00:00        38.415471   56.5675092   2.7145483
 1968-Feb-21 00:00        38.422758  239.5325899  -3.2893087
 1968-Apr-02 00:00        38.529443   56.7187062   3.2651867
 1968-May-13 00:00        38.635335  238.7994699  -3.3759657
 1968-Jun-23 00:00        38.740636   59.3272131   3.4688484
 1968-Aug-03 00:00        38.845803  236.9143565  -3.6195697
 1968-Sep-13 00:00        38.951338   60.0469561   4.0515651
 1968-Oct-24 00:00        39.057602  239.6670321  -4.0266569
 1968-Dec-04 00:00        39.164616   61.4398475   4.0720029
 1969-Jan-14 00:00        39.272029  234.9670083  -3.9759455
 1969-Feb-24 00:00        39.379284   63.1543966   4.6493964
 1969-Apr-06 00:00        39.485890  238.2328847  -4.4602750
 1969-May-17 00:00        39.591713   63.2002191   4.5751817
 1969-Jun-27 00:00        39.696978  235.1088027  -4.3653569
 1969-Aug-07 00:00        39.802150   66.1411130   4.9839658
 1969-Sep-17 00:00        39.907744  236.7390623  -4.8138814
 1969-Oct-28 00:00        40.014080   65.7794272   4.9712153
 1969-Dec-08 00:00        40.121155  236.5566415  -4.6980706
 1970-Jan-18 00:00        40.228586   67.6459423   5.1122629
 1970-Feb-28 00:00        40.335794  235.2024915  -5.0744964
 1970-Apr-10 00:00        40.442335   68.1407355   5.1701748
 1970-May-21 00:00        40.548092  237.5899111  -4.9261075
 1970-Jul-01 00:00        40.653322   68.3315705   5.0753940
 1970-Aug-11 00:00        40.758511  235.5337394  -5.2366906
 1970-Sep-21 00:00        40.864151   71.0227399   5.1908430
 1970-Nov-01 00:00        40.970562  238.6932366  -5.0336276
 1970-Dec-12 00:00        41.077691   68.7193371   4.9169106
 1971-Jan-22 00:00        41.185131  237.1541195  -5.2443911
 1971-Mar-04 00:00        41.292307   71.7359459   5.0071710
 1971-Apr-14 00:00        41.398775  238.9352940  -5.0172415
 1971-May-25 00:00        41.504471   69.4979095   4.6579066
 1971-Jul-05 00:00        41.609674  240.0121214  -5.0178731
 1971-Aug-15 00:00        41.714872   71.2508331   4.7222672
 1971-Sep-25 00:00        41.820571  240.1418911  -4.9042543
 1971-Nov-05 00:00        41.927046   71.4030267   4.2558048
 1971-Dec-16 00:00        42.034228  242.7583472  -4.5878821
 1972-Jan-26 00:00        42.184637   69.2045026   4.3868627
 1972-Mar-07 00:00        42.185492  242.1877754  -4.5627058
 1972-Apr-17 00:00        42.185624   71.5648679   3.8069840
 1972-May-28 00:00        42.184985  244.7123489  -4.0428572
 1972-Jul-08 00:00        43.183890   67.8657830   3.9310816
 1972-Aug-18 00:00        43.182846  245.5474842  -4.0131570
 1972-Sep-28 00:00        43.182326   71.3169241   3.3688231
 1972-Nov-08 00:00        43.182602  246.7597575  -3.3832439
 1972-Dec-19 00:00        43.183556   67.3130484   3.3514121
 1973-Jan-29 00:00        44.184726  248.7735693  -3.2388596
 1973-Mar-11 00:00        44.185538   68.5599118   2.9735736
 1973-Apr-21 00:00        44.185595  248.9243826  -2.6140066
 1973-Jun-01 00:00        44.184903   67.6557833   2.6339333
 1973-Jul-12 00:00        44.183796  251.4418914  -2.3438787
 1973-Aug-22 00:00        44.182779   66.1853392   2.5813743
 1973-Oct-02 00:00        44.182329  252.1769892  -1.7454515
 1973-Nov-12 00:00        44.182665   68.6133005   1.8170986
 1973-Dec-23 00:00        44.183653  253.3328427  -1.4004269
 1974-Feb-02 00:00        45.184812   64.1506634   2.0653858
 1974-Mar-15 00:00        45.185563  255.1818480  -0.7692984
 1974-Apr-25 00:00        45.185562   67.4835955   1.1322776
 1974-Jun-05 00:00        45.184822  254.8402250  -0.4203116
 1974-Jul-16 00:00        45.183704   64.7291599   1.2907427
 1974-Aug-26 00:00        45.182728  257.7863275   0.1274381
 1974-Oct-06 00:00        45.182337   66.6335016   0.4682385
 1974-Nov-16 00:00        45.182741  256.9849437   0.6197786
 1974-Dec-27 00:00        45.183758   66.1685716   0.3672636
 1975-Feb-06 00:00        46.184892  258.8457226   0.9644325
 1975-Mar-19 00:00        46.185589   65.4723996  -0.2154278
 1975-Apr-29 00:00        46.185515  259.0087067   1.6250163
 1975-Jun-09 00:00        46.184732   67.7976679  -0.6292635
 1975-Jul-20 00:00        46.183614  258.8486396   1.6889509
 1975-Aug-30 00:00        46.182670   66.3430548  -0.9703276
 1975-Oct-10 00:00        46.182354  261.4457023   2.5379551
 1975-Nov-20 00:00        46.182825   69.3257019  -1.5959923
 1975-Dec-31 00:00        46.183873  258.4883333   2.3787288
 1976-Feb-10 00:00        47.184985   68.1121526  -1.8285842
 1976-Mar-22 00:00        47.185607  261.6915861   3.2173804
 1976-May-02 00:00        47.185461   70.0429700  -2.4531982
 1976-Jun-12 00:00        47.184630  258.7639746   3.1016308
